URL,Version,Status,OIDs,Name,Title,Description,Used
http://terminology.hl7.org/CodeSystem/v2-0116,3.0.0,active,"2.16.840.1.113883.18.47",BedStatus,bedStatus,"Code system of concepts which specify the state of a bed in an inpatient setting, and is used to determine if a patient may be assigned to it or not.  Used in HL7 Version 2.x messaging in the DLD and PV1 segments.","ValueSet/v2-0116"
http://terminology.hl7.org/CodeSystem/v2-0131,3.0.0,active,"2.16.840.1.113883.18.58",ContactRole2,contactRole2,"Code system of concepts which specify a relationship role that the next of kin/associated parties plays with regard to the patient. Also used in referrals, for example, it may be necessary to identify the contact representative at the clinic that sent a referral. Used in HL7 Version 2 messaging in the NK1 and CTD segments after 2.5, when it replace 2.16.840.1.113883.18.57.","ValueSet/patient-contactrelationship"
http://terminology.hl7.org/CodeSystem/v2-0203,5.0.0,active,"2.16.840.1.113883.18.108",IdentifierType,identifierType,"HL7-defined code system of concepts specifying type of identifier. Used in HL7 Version 2.x messaging data types CX, PLN, PPN, XCN and XON.","ValueSet/identifier-type"
http://terminology.hl7.org/CodeSystem/v3-ActCode,10.0.0,active,"2.16.840.1.113883.5.4",ActCode,ActCode,"A code specifying the particular kind of Act that the Act-instance represents within its class.    *Constraints:* The kind of Act (e.g. physical examination, serum potassium, inpatient encounter, charge financial transaction, etc.) is specified with a code from one of several, typically external, coding systems. The coding system will depend on the class of Act, such as LOINC for observations, etc.    Conceptually, the Act.code must be a specialization of the Act.classCode. This is why the structure of ActClass domain should be reflected in the superstructure of the ActCode domain and then individual codes or externally referenced vocabularies subordinated under these domains that reflect the ActClass structure.    Act.classCode and Act.code are not modifiers of each other but the Act.code concept should really imply the Act.classCode concept. For a negative example, it is not appropriate to use an Act.code ""potassium"" together with and Act.classCode for ""laboratory observation"" to somehow mean ""potassium laboratory observation"" and then use the same Act.code for ""potassium"" together with Act.classCode for ""medication"" to mean ""substitution of potassium"". This mutually modifying use of Act.code and Act.classCode is not permitted.","ValueSet/v3-ActIncidentCode,ValueSet/v3-ActCode,ValueSet/provenance-activity-type,ValueSet/v3-ActEncounterCode"
http://terminology.hl7.org/CodeSystem/v3-ActPriority,4.0.0,active,"2.16.840.1.113883.5.7",ActPriority,ActPriority,"A set of codes (e.g., for routine, emergency), specifying the urgency under which the Act happened, can happen, is happening, is intended to happen, or is requested/demanded to happen.","ValueSet/v3-ActPriority"
http://terminology.hl7.org/CodeSystem/v3-ActReason,4.0.0,active,"2.16.840.1.113883.5.8",ActReason,ActReason,"A set of codes specifying the motivation, cause, or rationale of an Act, when such rationale is not reasonably represented as an ActRelationship of type ""has reason"" linking to another Act.    *Examples:* Example reasons that might qualify for being coded in this field might be: ""routine requirement"", ""infectious disease reporting requirement"", ""on patient request"", ""required by law"".","ValueSet/v3-PurposeOfUse"
http://terminology.hl7.org/CodeSystem/v3-Confidentiality,4.0.0,active,"2.16.840.1.113883.5.25",Confidentiality,Confidentiality,"A set of codes specifying the security classification of acts and roles in accordance with the definition for concept domain ""Confidentiality"".","ValueSet/v3-ConfidentialityClassification"
http://terminology.hl7.org/CodeSystem/v3-DataOperation,6.0.0,active,"2.16.840.1.113883.5.1123",DataOperation,DataOperation,"**** MISSING DESCRIPTION ****","ValueSet/provenance-activity-type"
http://terminology.hl7.org/CodeSystem/v3-DocumentCompletion,4.0.0,active,"2.16.840.1.113883.5.33",DocumentCompletion,DocumentCompletion,"Identifies the current completion state of a clinical document.","ValueSet/provenance-activity-type"
http://terminology.hl7.org/CodeSystem/v3-EncounterSpecialCourtesy,4.0.0,active,"2.16.840.1.113883.5.40",EncounterSpecialCourtesy,EncounterSpecialCourtesy,"**** MISSING DESCRIPTION ****","ValueSet/encounter-special-courtesy"
http://terminology.hl7.org/CodeSystem/v3-MaritalStatus,4.0.0,active,"2.16.840.1.113883.5.2",MaritalStatus,MaritalStatus,"\* \* \* No description supplied \* \* \*    *Open Issue:* The specific meanings of these codes can vary somewhat by jurisdiction and implementation so caution should be used when determining equivalency.    *Open Issue:* fixing and completion of the hierarchy and proper good definitions of all the concepts is badly needed.","ValueSet/marital-status"
http://terminology.hl7.org/CodeSystem/v3-NullFlavor,4.0.0,active,"2.16.840.1.113883.5.1008",NullFlavor,NullFlavor,"A collection of codes specifying why a valid value is not present.","ValueSet/us-core-documentreference-type,ValueSet/marital-status,ValueSet/encounter-special-courtesy"
http://terminology.hl7.org/CodeSystem/v3-ObservationInterpretation,4.0.0,active,"2.16.840.1.113883.5.83",ObservationInterpretation,ObservationInterpretation,"One or more codes providing a rough qualitative interpretation of the observation, such as ""normal"" / ""abnormal"", ""low"" / ""high"", ""better"" / ""worse"", ""resistant"" / ""susceptible"", ""expected"" / ""not expected"". The value set is intended to be for ANY use where coded representation of an interpretation is needed.","ValueSet/observation-interpretation"
http://terminology.hl7.org/CodeSystem/v3-ParticipationFunction,4.0.0,active,"2.16.840.1.113883.5.88",ParticipationFunction,ParticipationFunction,"This code is used to specify the exact function an actor had in a service in all necessary detail. This domain may include local extensions (CWE).","ValueSet/security-role-type"
http://terminology.hl7.org/CodeSystem/v3-ParticipationType,6.0.0,active,"2.16.840.1.113883.5.90",ParticipationType,ParticipationType,"A code specifying the meaning and purpose of every Participation instance. Each of its values implies specific constraints on the Roles undertaking the participation.","ValueSet/security-role-type,ValueSet/encounter-participant-type,ValueSet/provenance-activity-type"
http://terminology.hl7.org/CodeSystem/v3-RoleClass,5.0.0,active,"2.16.840.1.113883.5.110",RoleClass,RoleClass,"Codes for the Role class hierarchy. The values in this hierarchy, represent a Role which is an association or relationship between two entities - the entity that plays the role and the entity that scopes the role. Roles names are derived from the name of the playing entity in that role.    The role hierarchy stems from three core concepts, or abstract domains:     *  **RoleClassOntological** is an abstract domain that collects roles in which the playing entity is defined or specified by the scoping entity.   *  **RoleClassPartitive** collects roles in which the playing entity is in some sense a ""part"" of the scoping entity.   *  **RoleClassAssociative** collects all of the remaining forms of association between the playing entity and the scoping entity. This set of roles is further partitioned between:             *  **RoleClassPassive** which are roles in which the playing entity is used, known, treated, handled, built, or destroyed, etc. under the auspices of the scoping entity. The playing entity is passive in these roles in that the role exists without an agreement from the playing entity.       *  **RoleClassMutualRelationship** which are relationships based on mutual behavior of the two entities. The basis of these relationship may be formal agreements or they may be *de facto* behavior. Thus, this sub-domain is further divided into:                     *  **RoleClassRelationshipFormal** in which the relationship is formally defined, frequently by a contract or agreement.           *  **Personal relationship** which inks two people in a personal relationship.    The hierarchy discussed above is represented In the current vocabulary tables as a set of abstract domains, with the exception of the ""Personal relationship"" which is a leaf concept.    *OpenIssue:* Description copied from Concept Domain of same name. Must be verified.","ValueSet/security-role-type"
http://terminology.hl7.org/CodeSystem/v3-RoleCode,4.0.0,active,"2.16.840.1.113883.5.111",RoleCode,RoleCode,"A set of codes further specifying the kind of Role; specific classification codes for further qualifying RoleClass codes.","ValueSet/security-role-type,ValueSet/v3-ServiceDeliveryLocationRoleType"
http://terminology.hl7.org/CodeSystem/v3-TimingEvent,4.0.0,active,"2.16.840.1.113883.5.139",TimingEvent,TimingEvent,"**** MISSING DESCRIPTION ****","ValueSet/event-timing"
http://unitsofmeasure.org,3.0.1,active,"2.16.840.1.113883.6.8",UCUM,Unified Code for Units of Measure (UCUM),"The Unified Code for Units of Measure (UCUM) is a code system intended to include all units of measures being contemporarily used in international science, engineering, and business. The purpose is to facilitate unambiguous electronic communication of quantities together with their units. The focus is on electronic communication, as opposed to communication between humans. A typical application of The Unified Code for Units of Measure are electronic data interchange (EDI) protocols, but there is nothing that prevents it from being used in other types of machine communication.","ValueSet/ucum-vitals-common,ValueSet/units-of-time,ValueSet/ucum-bodylength"
http://www.ada.org/cdt,3.0.1,active,"2.16.840.1.113883.6.13",CDT,Code on Dental Procedures and Nomenclature,"The purpose of the CDT Code is to achieve uniformity, consistency and specificity in accurately documenting dental treatment. One use of the CDT Code is to provide for the efficient processing of dental claims, and another is to populate an Electronic Health Record.","ValueSet/us-core-procedure-code"
http://www.ama-assn.org/go/cpt,3.0.1,active,"2.16.840.1.113883.6.12",CPT,Current Procedural Terminology (CPT®),"The Current Procedural Terminology (CPT) code set, created and maintained by the American Medical Association, is the language of medicine today and the code to its future. This system of terminology is the most widely accepted medical nomenclature used to report medical procedures and services under public and private health insurance programs. CPT coding is also used for administrative management purposes such as claims processing and developing guidelines for medical care review. Each year, via a rigorous, evidence-based and transparent process, the independent CPT Editorial Panel revises, creates or deletes hundreds of codes in order to reflect current medical practice.    Designated by the U.S. Department of Health and Human Services under the Health Insurance Portability and Accountability Act (HIPAA) as a national coding set for physician and other health care professional services and procedures, CPT’s evidence-based codes accurately encompass the full range of health care services.    All CPT codes are five-digits and can be either numeric or alphanumeric, depending on the category. CPT code descriptors are clinically focused and utilize common standards so that a diverse set of users can have common understanding across the clinical health care paradigm.    There are various types of CPT codes:    Category I: These codes have descriptors that correspond to a procedure or service. Codes range from 00100–99499 and are generally ordered into sub-categories based on procedure/service type and anatomy.    Category II: These alphanumeric tracking codes are supplemental codes used for performance measurement. Using them is optional and not required for correct coding.    Category III: These are temporary alphanumeric codes for new and developing technology, procedures and services. They were created for data collection, assessment and in some instances, payment of new services and procedures that currently don’t meet the criteria for a Category I code.    Proprietary Laboratory Analyses (PLA) codes: These codes describe proprietary clinical laboratory analyses and can be either provided by a single (“solesource”) laboratory or licensed or marketed to multiple providing laboratories that are cleared or approved by the Food and Drug Administration (FDA)). This category includes but is not limited to Advanced Diagnostic Laboratory Tests (ADLTs) and Clinical Diagnostic Laboratory Tests (CDLTs), as defined under the Protecting Access to Medicare Act of 2014 (PAMA).","ValueSet/us-core-encounter-type,ValueSet/us-core-procedure-code"
http://www.cms.gov/Medicare/Coding/ICD10,2.0.1,active,"2.16.840.1.113883.6.4",Icd10PCS,ICD-10 Procedure Codes,"ICD Procedure Coding System (ICD 10 PCS)","ValueSet/us-core-procedure-code"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/cs-nemsis-airway,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.1",NEMSISAirway,NEMSIS eAirway Code System,"Enumeration codes from the NEMSIS 3.5.1 eAirway section covering airway management indications, device types, confirmation methods, confirming personnel, complications, and reasons for failed management.","ValueSet/vs-ems-airway-failure-reasons,ValueSet/vs-ems-airway-confirming-person,ValueSet/vs-ems-airway-complications,ValueSet/vs-ems-airway-device,ValueSet/vs-ems-airway-confirmation-method,ValueSet/vs-ems-airway-indications"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/cs-nemsis-arrest,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.2",NEMSISArrest,NEMSIS eArrest Code System,"Enumeration codes from the NEMSIS 3.5.1 eArrest section covering cardiac arrest status, etiology, resuscitation attempts, CPR type, ROSC, neurological outcome, end-of-event disposition, and first-responder roles.","ValueSet/vs-ems-neurological-outcome,ValueSet/vs-ems-rosc,ValueSet/vs-ems-arrest-etiology,ValueSet/vs-ems-arrest-end-event,ValueSet/vs-ems-cpr-discontinued-reason,ValueSet/vs-ems-first-rhythm,ValueSet/vs-ems-aed-use,ValueSet/vs-ems-resuscitation-attempted,ValueSet/vs-ems-cardiac-arrest,ValueSet/vs-ems-arrest-first-responder,ValueSet/vs-ems-arrest-witnessed,ValueSet/vs-ems-cpr-type"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/cs-nemsis-codes,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.3",NEMSISCodes,NEMSIS General Codes,"General NEMSIS enumeration codes for sections without a dedicated CodeSystem. Currently covers eHistory (eHistory.01 - Barriers to Patient Care). NEMSIS 3.5.1.251001CP2.","ValueSet/vs-ems-transfer-reason,ValueSet/vs-ems-agency-org-type,ValueSet/vs-ems-barrier-to-patient-care,ValueSet/vs-ems-crew-role,ValueSet/vs-ems-situation-organ-system,ValueSet/vs-ems-agency-service-type,ValueSet/vs-ems-agency-level-of-service,ValueSet/vs-ems-agency-org-status,ValueSet/vs-ems-initial-acuity,ValueSet/vs-ems-mci-triage-class,ValueSet/vs-ems-vehicle-type,ValueSet/vs-ems-external-report-type"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/cs-nemsis-demographics,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.20",NEMSISDemographics,NEMSIS DEM Demographic Code System,"Enumeration codes from the NEMSIS 3.5.1 DEM dataset sections dContact (agency contact type, medical director degree/board certification/compensation), dConfiguration (specialty service capability, EMD provision, patient monitoring capability), and dLocation (EMS location type).","ValueSet/vs-ems-medical-director-degree,ValueSet/vs-ems-agency-location-type,ValueSet/vs-ems-agency-contact-type,ValueSet/vs-ems-specialty-service-capability,ValueSet/vs-ems-emd-provided,ValueSet/vs-ems-director-compensation,ValueSet/vs-ems-medical-director-board-cert,ValueSet/vs-ems-monitoring-capability"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/cs-nemsis-encounter,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.4",NEMSISEncounter,NEMSIS Encounter Codes,"Enumeration codes from the NEMSIS eResponse, eDispatch, and eDisposition sections (NEMSIS 3.5.1.251001CP2).","ValueSet/vs-ems-transport-delay,ValueSet/vs-ems-destination-reason,ValueSet/vs-ems-unit-type,ValueSet/vs-ems-hospital-destination,ValueSet/vs-ems-pre-arrival-alert,ValueSet/vs-ems-transport-mode,ValueSet/vs-ems-destination-type,ValueSet/vs-ems-additional-transport-mode,ValueSet/vs-ems-crew-disposition,ValueSet/vs-ems-emd-performed,ValueSet/vs-ems-disposition-instructions,ValueSet/vs-ems-unit-disposition,ValueSet/vs-ems-response-mode,ValueSet/vs-ems-dispatch-delay,ValueSet/vs-ems-reason-for-refusal,ValueSet/vs-ems-hospital-capability,ValueSet/vs-ems-additional-response-mode,ValueSet/vs-ems-scene-delay,ValueSet/vs-ems-patient-acuity,ValueSet/vs-ems-dispatch-priority,ValueSet/vs-ems-turn-around-delay,ValueSet/vs-ems-patient-eval-care,ValueSet/vs-ems-transport-disposition,ValueSet/vs-ems-response-type,ValueSet/vs-ems-level-of-care,ValueSet/vs-ems-transport-method,ValueSet/vs-ems-response-delay"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/cs-nemsis-exam,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.5",NEMSISExam,NEMSIS Physical Exam Codes,"Enumeration codes for the NEMSIS eExam physical examination section. Covers body region assessments and finding location qualifiers. NEMSIS 3.5.1.251001CP2.","ValueSet/vs-ems-exam-mental-status,ValueSet/vs-ems-exam-back-spine,ValueSet/vs-ems-exam-pelvic-gu,ValueSet/vs-ems-exam-eye-location,ValueSet/vs-ems-exam-eye,ValueSet/vs-ems-exam-abd-location,ValueSet/vs-ems-exam-abdomen,ValueSet/vs-ems-exam-heart,ValueSet/vs-ems-exam-chest,ValueSet/vs-ems-exam-face,ValueSet/vs-ems-exam-back-location,ValueSet/vs-ems-exam-head,ValueSet/vs-ems-exam-neck,ValueSet/vs-ems-exam-extremity-location,ValueSet/vs-ems-exam-lung,ValueSet/vs-ems-exam-stroke-resolved,ValueSet/vs-ems-exam-neurological,ValueSet/vs-ems-exam-skin,ValueSet/vs-ems-exam-extremities,ValueSet/vs-ems-exam-chest-location,ValueSet/vs-ems-exam-lung-location,ValueSet/vs-ems-exam-length-tape"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/cs-nemsis-history,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.18",NEMSISHistory,NEMSIS eHistory Code System,"Enumeration codes from the NEMSIS 3.5.1 eHistory section covering advance directives, medical history source, immunization type, current medication dosage units and frequency, alcohol/drug use indicators, and pregnancy status.","ValueSet/vs-ems-med-frequency,ValueSet/vs-ems-immunization-type,ValueSet/vs-ems-advance-directives,ValueSet/vs-ems-pregnancy,ValueSet/vs-ems-history-med-dosage-units,ValueSet/vs-ems-alcohol-drug-use,ValueSet/vs-ems-history-obtained-from"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/cs-nemsis-injury,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.6",NEMSISInjury,NEMSIS eInjury Code System,"Enumeration codes from the NEMSIS 3.5.1 eInjury section covering mechanism of injury, CDC trauma triage criteria (high and moderate risk), vehicle occupant location, occupant safety equipment, airbag deployment, OSHA personal protective equipment, and ACN vehicle seat location.","ValueSet/vs-ems-mechanism-of-injury,ValueSet/vs-ems-acn-seat-location,ValueSet/vs-ems-seat-row-location,ValueSet/vs-ems-safety-equipment,ValueSet/vs-ems-airbag-deployment,ValueSet/vs-ems-trauma-triage-high-risk,ValueSet/vs-ems-trauma-triage-moderate-risk,ValueSet/vs-ems-osha-ppe"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/cs-nemsis-labs,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.7",NEMSISLabs,NEMSIS eLabs Code System,"Enumeration codes from the NEMSIS 3.5.1 eLabs section covering lab result types and imaging study types.","ValueSet/vs-ems-imaging-study-type,ValueSet/vs-ems-lab-result-type"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/cs-nemsis-medications,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.8",NEMSISMedications,NEMSIS Medications and Procedures Codes,"Enumeration codes for the NEMSIS eMedications and eProcedures sections. Covers administration routes, dosage units, complications, vascular access locations, airway techniques, clinical response, authorization types, caregiver levels, and Yes/No values shared across both sections. NEMSIS 3.5.1.251001CP2.","ValueSet/vs-ems-clinical-response,ValueSet/vs-ems-vascular-access-location,ValueSet/vs-ems-medication-complication,ValueSet/vs-ems-medication-dosage-units,ValueSet/vs-ems-procedure-complication,ValueSet/vs-ems-airway-technique,ValueSet/vs-ems-authorization-type,ValueSet/vs-ems-medication-route,ValueSet/vs-ems-caregiver-level"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/cs-nemsis-not-values,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.9",NEMSISNotValues,NEMSIS Not Value Codes,"NEMSIS Not Value (NV) codes used when a data element cannot be recorded. Three codes apply: NotApplicable (element does not apply to this event), NotRecorded (element applies but was not documented), NotReporting (agency is not reporting this element).","ValueSet/vs-ems-not-value"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/cs-nemsis-other,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.19",NEMSISOther,NEMSIS eOther Code System,"Enumeration codes from the NEMSIS 3.5.1 eOther section covering registry candidacy, crew personal protective equipment, work-related injury/exposure types, disaster types, external document types, and signature metadata (signer type, reason, patient representative, status).","ValueSet/vs-ems-signer-type,ValueSet/vs-ems-signature-reason,ValueSet/vs-ems-crew-ppe,ValueSet/vs-ems-patient-representative,ValueSet/vs-ems-disaster-type,ValueSet/vs-ems-signature-status,ValueSet/vs-ems-registry-candidate,ValueSet/vs-ems-external-document-type,ValueSet/vs-ems-work-injury-exposure"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/cs-nemsis-payer-type,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.10",NEMSISPayerType,NEMSIS ePayment Payer Type Code System,"X12 payer type codes used in NEMSIS ePayment.57 to identify the type of insurance payer.","ValueSet/vs-ems-payer-type"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/cs-nemsis-payment,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.11",NEMSISPayment,NEMSIS ePayment Code System,"Enumeration codes from the NEMSIS 3.5.1 ePayment section covering primary method of payment, insurance billing priority, relationship to insured, response urgency, patient transport assessment, ambulance transport reason codes, ambulance conditions indicators, CMS service level, and payer type.","ValueSet/vs-ems-payment-method,ValueSet/vs-ems-insurance-billing-priority,ValueSet/vs-ems-response-urgency,ValueSet/vs-ems-ambulance-conditions,ValueSet/vs-ems-cms-service-level,ValueSet/vs-ems-insured-relationship,ValueSet/vs-ems-patient-transport-assessment,ValueSet/vs-ems-ambulance-transport-reason"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/cs-nemsis-personnel-level,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.12",NEMSISPersonnel,NEMSIS Personnel Level Codes,"NEMSIS eCrew.02 - Crew Member Level certification and licensure codes (NEMSIS 3.5.1.251001CP2).","ValueSet/vs-ems-certification-level"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/cs-nemsis-pertinent-negative,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.13",NEMSISPertinentNegative,NEMSIS Pertinent Negative Codes,"NEMSIS Pertinent Negative (PN) codes indicating a clinically significant documented absence. Applied to clinical data elements where documenting a negative finding is as meaningful as documenting a positive one.","ValueSet/vs-ems-pertinent-negative"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/cs-nemsis-procedures,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.14",NEMSISProcedures,NEMSIS Procedures/Protocols Codes,"Enumeration codes from the NEMSIS eProtocols section (eProtocols.01 - Protocols Used). NEMSIS 3.5.1.251001CP2.","ValueSet/vs-ems-protocol-used"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/cs-nemsis-situation,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.15",NEMSISSituation,NEMSIS Situation Codes,"Enumeration codes from the NEMSIS eSituation section (NEMSIS 3.5.1.251001CP2).","ValueSet/vs-ems-incident-type"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/cs-nemsis-vitals,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.16",NEMSISVitals,NEMSIS Vital Signs Codes,"Enumeration codes from the NEMSIS eVitals section (NEMSIS 3.5.1.251001CP2).","ValueSet/vs-ems-pulse-rhythm,ValueSet/vs-ems-gcs-qualifier,ValueSet/vs-ems-respiratory-effort,ValueSet/vs-ems-reperfusion-checklist,ValueSet/vs-ems-pain-scale-type,ValueSet/vs-ems-ecg-method,ValueSet/vs-ems-avpu,ValueSet/vs-ems-bp-method,ValueSet/vs-ems-ecg-type,ValueSet/vs-ems-stroke-scale-type,ValueSet/vs-ems-cardiac-rhythm,ValueSet/vs-ems-stroke-scale-result"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/nemsis-patient,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.17",NEMSISPatientCodes,NEMSIS ePatient Codes,"Enumeration codes from the NEMSIS 3.5.1.251001CP2 ePatient section. Includes codes for Sex (ePatient.25), Age Units (ePatient.16), and Alternate Home Residence (ePatient.22). Race codes (ePatient.14) are mapped to OMB/CDC categories used in us-core-race.","ValueSet/vs-ems-alternate-residence,ValueSet/vs-ems-age-units,ValueSet/vs-ems-sex"
https://www.cms.gov/Medicare/Coding/HCPCSReleaseCodeSets,1.0.1,active,"2.16.840.1.113883.6.285",HCPCSLevelII,Healthcare Common Procedure Coding System (HCPCS) level II alphanumeric codes,"The Level II HCPCS codes, which are established by CMS's Alpha-Numeric Editorial Panel, primarily represent items and supplies and non-physician services not covered by the American Medical Association's Current Procedural Terminology-4 (CPT-4) codes; Medicare, Medicaid, and private health insurers use HCPCS procedure and modifier codes for claims processing.  Level II alphanumeric procedure and modifier codes comprise the A to V range.","ValueSet/us-core-procedure-code"
https://www.nubc.org/CodeSystem/PatDischargeStatus,1.0.0,active,"2.16.840.1.113883.6.301.5",AHA_NUBC_PatientDischargeStatus,AHA NUBC Patient Discharge Status Codes,"""The UB-04 Data File contains the complete set of NUBC codes. Every code in the range of possible codes is accounted for sequentially. There are no gaps because all used and unused codes are identified.""    This code system consists of the following:    \* FL 17 - Patient Discharge Status    These codes are used to convey the patient discharge status and are the property of the American Hospital Association.    To obtain the underlying code systems, please see information [here](https://www.nubc.org/subscription-information)    Statement of Understanding between AHA and HL7 can be found [here](http://www.hl7.org/documentcenter/public/mou/AHA%20HL7%20SOU%202020%20AHA%20Fully%20Executed.pdf). In particular see sections 4.1d and 4.2.    ""The UB-04 Manual has a 12-month subscription period from June 30 through July 1.""    For frequently asked questions, see here [here](https://www.nubc.org/nubc-faqs)","ValueSet/vs-ems-discharge-disposition"
urn:ietf:bcp:47,2.0.1,active,"2.16.840.1.113883.6.121",Ietf3066,Tags for the Identification of Languages,"Older value from OID registry.  Superceded; see recommendations in BCP-47.","ValueSet/languages,ValueSet/simple-language"
urn:iso-astm:E1762-95:2013,4.0.1,draft,"2.16.840.1.113883.4.642.4.64",SignatureTypeCodes,Signature Type Codes,"The Digital Signature Purposes, an indication of the reason an entity signs a document. This is included in the signed information and can be used when determining accountability for various actions concerning the document. Examples include: author, transcriptionist/recorder, and witness.","ValueSet/signature-type"
urn:iso:std:iso:3166,1.0.1,active,"1.0.3166.1",ISO3166Part1,ISO 3166-1 Codes for the representation of names of countries and their subdivisions — Part 1: Country code,"ISO 3166-1 establishes codes that represent the current names of countries, dependencies, and other areas of particular geopolitical interest, on the basis of country names obtained from the United Nations.","ValueSet/jurisdiction"
urn:iso:std:iso:3166:-2,1.0.1,active,"1.0.3166.2",ISO3166Part2,ISO 3166-2 Codes for the representation of names of countries and their subdivisions — Part 2: Country subdivision code,"ISO 3166-2 establishes a code that represents the names of the principal administrative divisions, or similar areas, of the countries and entities included in ISO 3166-1.","ValueSet/jurisdiction"
